,country,year,status,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,bmi,under-fivedeaths,polio,totalexpenditure,diphtheria,hiv/aids,gdp,population,thinness1-19years,thinness5-9years,incomecompositionofresources,schooling,fdi,birth_per_woman,water,math4,gini,out_of_pocket_share,aid_perperson,poverty,electricity,cellphone
2663,trinidadandtobago,2001,Developing,69.1,194.0,0,4.55,516.7112481,,0,34.4,1,91.0,4.4,91.0,1.2,6935.721451,127238.0,6.6,7.1,0.715,11.8,9.460759605832061,1.74,92.3,,,,-4.85989643885859,,1160.0,256106.0
2664,trinidadandtobago,2000,Developing,69.1,197.0,0,4.68,43.59522964,,0,33.6,1,9.0,4.17,9.0,0.9,643.947262,1267984.0,6.7,7.2,0.7090000000000001,11.7,8.33298811676719,1.75,91.8,,,,-1.2311062222001101,,1110.0,161860.0
2665,tunisia,2015,Developing,75.3,1.0,3,,0.0,98.0,16,61.2,3,98.0,,98.0,0.1,3828.9158899999998,11273661.0,6.5,6.4,0.723,14.6,2.24795839954939,2.22,95.7,,32.8,,44.353511372653706,,,14595875.0
2666,tunisia,2014,Developing,75.1,12.0,3,1.39,604.8701316,98.0,15,6.2,3,98.0,7.0,98.0,0.1,4271.6817200000005,1114398.0,6.5,6.4,0.722,14.7,2.15138442258504,2.23,95.5,,,,83.4026257144773,,,14283633.0
2667,tunisia,2013,Developing,74.9,13.0,3,1.29,594.6453102,98.0,16,59.3,3,98.0,7.26,98.0,0.1,4199.47253,1114558.0,6.4,6.3,0.72,14.7,2.2888611471483,2.23,94.8,,,,65.2481667401352,,,12712365.0
2668,tunisia,2012,Developing,74.9,13.0,3,1.3,585.8776761,97.0,48,58.3,3,97.0,7.18,97.0,0.1,4137.55421,1886668.0,6.4,6.3,0.7170000000000001,14.6,3.4505488672247004,2.21,94.0,,,,94.2315678454572,,,12843889.0
2669,tunisia,2011,Developing,74.8,13.0,3,1.29,623.2120325,98.0,11,57.4,3,98.0,7.15,98.0,0.1,4256.912789999999,1761467.0,6.4,6.3,0.7140000000000001,14.5,0.944466479822667,2.18,93.2,,,,86.1329655952915,,,12387656.0
2670,tunisia,2010,Developing,74.8,12.0,3,1.28,64.85616718,98.0,1,56.5,3,98.0,6.54,98.0,0.1,414.15177,1639931.0,6.3,6.3,0.71,14.4,3.02944278362369,2.14,92.5,,35.8,39.8,51.728951814745706,0.0781,,11114206.0
2671,tunisia,2009,Developing,74.7,12.0,3,1.4,585.6307861,99.0,1,55.6,3,99.0,6.18,99.0,0.1,4129.9773350000005,1521834.0,6.3,6.3,0.706,14.4,3.5099461649864603,2.1,91.7,,,39.3,46.903320811093906,,,9797026.0
2672,tunisia,2008,Developing,74.7,12.0,3,1.37,53.08451654,99.0,2,54.7,3,99.0,5.63,99.0,0.1,431.9326,147336.0,6.3,6.3,0.701,14.3,5.797755001180849,2.06,91.2,,,40.0,36.3687595633507,,326.0,8602164.0
2673,tunisia,2007,Developing,74.6,12.0,3,1.24,469.6282925,98.0,4,53.9,4,98.0,5.64,98.0,0.1,3778.184171,129887.0,6.3,6.3,0.695,14.3,3.89468064411842,2.02,90.8,327.0,,41.4,31.6835197980398,,298.0,7842619.0
2674,tunisia,2006,Developing,74.4,12.0,3,1.46,420.1153538,99.0,3,53.1,4,99.0,5.64,99.0,0.1,3371.7123100000003,1196136.0,6.3,6.3,0.6890000000000001,14.2,9.42424772720806,2.0,90.4,,,40.8,42.823335154376295,,292.0,7339047.0
2675,tunisia,2005,Developing,74.2,14.0,3,1.37,379.51399449999997,97.0,15,52.2,4,98.0,5.57,98.0,0.1,3194.562243,112482.0,6.4,6.3,0.6829999999999999,13.9,2.20839302342535,1.99,90.0,,37.7,40.9,36.4458644708103,0.138,283.0,5680726.0
2676,tunisia,2004,Developing,74.0,15.0,3,1.36,379.76590539999995,96.0,1,51.4,4,97.0,5.63,97.0,0.1,3112.83529,11761.0,6.4,6.3,0.6729999999999999,13.6,1.89893492105977,2.0,89.6,,,40.3,33.2948293527914,,275.0,3735695.0
2677,tunisia,2003,Developing,73.7,17.0,4,1.34,321.7694175,92.0,22,5.6,4,95.0,5.36,95.0,0.1,2761.9692489999998,9939678.0,6.4,6.3,0.667,13.5,1.96510497582676,2.02,89.2,339.0,,38.0,30.3329925780583,,277.0,1917530.0
2678,tunisia,2002,Developing,73.5,19.0,4,1.17,262.8184944,93.0,98,49.7,5,96.0,5.32,96.0,0.1,2346.5937,9864326.0,6.5,6.4,0.662,13.3,3.4149721792065,2.05,88.8,,,38.0,22.018486421175602,,257.0,574334.0
2679,tunisia,2001,Developing,73.2,11.0,4,1.19,257.2878697,94.0,231,48.9,5,98.0,5.29,98.0,0.1,2254.9331260000004,978571.0,6.5,6.4,0.654,13.1,2.04619204027179,2.09,88.3,,,37.1,37.392651450673206,,249.0,389208.0
2680,tunisia,2000,Developing,72.9,112.0,4,1.21,264.7842196,94.0,47,48.1,5,97.0,5.4,97.0,0.1,2213.9148800000003,9699197.0,6.6,6.5,0.6459999999999999,12.8,3.4960827090655697,2.14,87.9,,40.8,36.2,22.9534366125954,0.244,229.0,119165.0
2681,turkey,2015,Developing,75.8,16.0,15,,0.0,97.0,342,66.1,18,97.0,,97.0,0.1,1979.52569,78271472.0,4.9,4.8,0.764,14.5,2.2416922662182004,2.07,98.9,,42.9,,27.2669823577258,,,73639261.0
2682,turkey,2014,Developing,75.5,17.0,16,1.45,181.9083783,96.0,565,65.3,19,96.0,5.41,96.0,0.1,12127.22522,773628.0,4.9,4.7,0.759,14.5,1.4276601456240001,2.09,98.7,,41.2,,44.6288348095723,,,71888416.0
2683,turkey,2013,Developing,75.2,19.0,17,1.41,188.14403480000001,97.0,7405,64.5,20,98.0,5.38,98.0,0.1,12542.93565,75787333.0,4.9,4.7,0.754,14.4,1.42681398447783,2.11,98.5,,40.2,,37.506834554261204,,,69661108.0
2684,turkey,2012,Developing,74.8,112.0,19,1.54,20.75120211,97.0,349,63.7,22,97.0,5.24,97.0,0.1,1172.3843,74569867.0,4.9,4.7,0.75,14.3,1.5725719891084098,2.12,98.3,,40.2,,41.6884687133739,,,67680547.0
2685,turkey,2011,Developing,74.5,114.0,20,1.53,1275.877569,96.0,111,62.8,23,97.0,5.29,97.0,0.1,11341.13395,7349455.0,4.9,4.7,0.737,13.8,1.94372849338649,2.14,98.1,,40.0,,44.772563495621796,0.0585,,65321745.0
2686,turkey,2010,Developing,74.2,116.0,21,1.49,32.78235828,96.0,7,61.9,25,97.0,5.61,97.0,0.1,1672.5693,72326914.0,4.9,4.7,0.715,13.0,1.17877693340685,2.16,97.9,,38.8,16.0,14.5117333770392,0.426,,61769635.0
2687,turkey,2009,Developing,73.9,118.0,23,1.4,106.9482898,94.0,4,61.1,27,96.0,6.8,96.0,0.1,936.4999109999999,71339185.0,4.9,4.8,0.7090000000000001,12.5,1.33175125736325,2.17,97.7,,39.0,16.0,19.0158915732203,0.257,,62779554.0
2688,turkey,2008,Developing,73.5,121.0,25,1.39,22.67271848,92.0,0,6.2,29,96.0,6.7,96.0,0.1,185.68975,74432.0,5.0,4.8,0.705,12.5,2.59715738780979,2.19,97.5,,39.0,17.4,15.8691015866879,0.0704,551.0,65824110.0
2689,turkey,2007,Developing,73.2,124.0,26,1.26,115.58011029999999,96.0,3,59.3,31,96.0,6.4,96.0,0.1,979.4924599999999,69597281.0,5.0,4.8,0.6970000000000001,12.3,3.26250001333706,2.21,97.2,,38.4,21.8,11.434878434739598,0.66,513.0,61975807.0
2690,turkey,2006,Developing,72.8,126.0,28,1.29,103.523776,82.0,34,58.5,34,9.0,5.81,9.0,0.1,834.8691610000001,6876345.0,5.0,4.8,0.687,11.9,3.6534802052135005,2.24,97.0,,39.6,22.0,8.27932549176765,0.9259999999999999,490.0,52662700.0
2691,turkey,2005,Developing,72.4,129.0,30,1.29,832.9552057999999,85.0,6200,57.6,36,9.0,5.45,9.0,0.1,7384.354661,679346.0,5.0,4.9,0.6809999999999999,11.9,2.00053328327567,2.27,96.7,,42.6,22.8,5.88084809882491,0.982,444.0,43608965.0
2692,turkey,2004,Developing,72.0,132.0,33,1.35,1.132766775,77.0,8927,56.8,39,85.0,5.37,85.0,0.1,64.72953000000001,677855.0,5.1,4.9,0.675,12.0,0.6880166091242801,2.31,96.4,,41.3,19.2,4.31093860184918,0.943,401.0,34707549.0
2693,turkey,2003,Developing,71.6,135.0,35,1.42,459.1113061000001,68.0,5844,55.9,43,69.0,5.34,68.0,0.1,4718.51291,668583.0,5.1,5.0,0.6679999999999999,11.9,0.545822463166874,2.35,96.1,,42.2,18.5,2.53656402261966,1.89,370.0,27887535.0
2694,turkey,2002,Developing,71.2,138.0,38,1.47,35.55729,72.0,7823,55.1,46,78.0,5.36,78.0,0.1,366.57,6514354.0,5.2,5.0,0.6579999999999999,11.5,0.453805521359262,2.4,95.8,,41.4,19.8,4.19738217825077,0.748,350.0,23323118.0
2695,turkey,2001,Developing,78.0,14.0,41,1.49,256.4341746,77.0,30509,54.3,50,88.0,5.16,88.0,0.1,3119.63716,64191474.0,5.2,5.1,0.653,11.1,1.6738915224838102,2.45,95.5,,,22.9,2.07595167700926,,354.0,19572897.0
2696,turkey,2000,Developing,74.0,143.0,44,1.54,421.2956602,71.0,16244,53.5,54,85.0,4.95,85.0,0.1,4316.553895,6324121.0,5.3,5.2,0.6409999999999999,10.7,0.359734117216479,2.5,95.5,,,27.6,5.19558822549183,,364.0,16133405.0
2697,turkmenistan,2015,Developing,66.3,215.0,6,,0.0,99.0,0,48.6,7,99.0,,99.0,0.1,6432.668768,5565284.0,3.3,3.3,0.688,10.8,8.49997845154391,2.93,98.2,,,,4.1237766826651505,,,7842000.0
2698,turkmenistan,2014,Developing,66.0,217.0,7,2.9,691.1333535,97.0,0,47.7,8,98.0,2.7,98.0,0.1,7962.3658239999995,5466241.0,3.3,3.3,0.6829999999999999,10.8,8.8000010883235,2.96,97.5,,,,6.3077077596215,,,7206100.0
2699,turkmenistan,2013,Developing,65.4,228.0,7,2.93,63.74811170000001,98.0,0,46.7,8,98.0,2.12,98.0,0.1,734.42525,5366277.0,3.2,3.3,0.6779999999999999,10.7,7.30000002613841,2.96,96.8,,,,6.6916679970020905,,,6125300.0
2700,turkmenistan,2012,Developing,65.6,22.0,7,2.75,579.4128244,98.0,0,45.9,8,98.0,1.96,97.0,0.1,6675.262954,5267839.0,3.2,3.3,0.672,10.7,8.89999999999999,2.94,96.1,,,,7.148958759166289,,,5900000.0
2701,turkmenistan,2011,Developing,65.6,217.0,7,2.55,490.41813260000004,97.0,0,45.0,8,97.0,1.98,97.0,0.1,5649.978486,517461.0,3.2,3.3,0.665,10.6,11.6000011402509,2.89,95.4,,,,7.889317569159419,,,5300000.0
2702,turkmenistan,2010,Developing,65.8,211.0,7,2.48,385.32516400000003,96.0,0,44.2,8,96.0,1.99,96.0,0.1,4439.23,58721.0,3.2,3.3,0.0,10.6,16.0841101892421,2.83,94.6,,,40.6,8.60982216334572,,,3197624.0
2703,turkmenistan,2009,Developing,65.6,215.0,6,2.35,37.88466056,97.0,0,43.4,8,97.0,1.88,96.0,0.1,436.45922300000007,5795.0,3.2,3.3,0.0,10.5,22.5235632084151,2.77,93.9,,,40.8,8.11509039213387,,,2132890.0
2704,turkmenistan,2008,Developing,64.5,235.0,6,2.4,34.23979419,96.0,0,42.7,8,96.0,1.93,96.0,0.1,394.467675,4935762.0,3.2,3.3,0.0,10.5,6.626357388316151,2.71,93.1,,,50.9,3.67116211912625,,351.0,1135150.0
2705,turkmenistan,2007,Developing,64.1,241.0,6,2.58,0.358651421,98.0,59,42.0,8,98.0,2.16,98.0,0.1,26.371428,487137.0,3.3,3.3,0.0,10.4,6.75922962962963,2.67,92.3,,,44.4,5.907426593555241,,354.0,381670.0
2706,turkmenistan,2006,Developing,63.7,245.0,6,2.71,29.27235366,98.0,48,41.3,8,98.0,2.9,98.0,0.1,2136.66815,48115.0,3.3,3.3,0.0,10.4,7.112223021259379,2.65,91.6,,,42.0,8.54658399848145,,331.0,216868.0
2707,turkmenistan,2005,Developing,63.3,248.0,6,2.85,2.19888585,99.0,0,4.7,8,99.0,3.51,99.0,0.1,174.51475,4754641.0,3.4,3.4,0.0,10.3,5.1604770169643395,2.65,90.8,,,36.7,6.10981327254658,,316.0,105000.0
2708,turkmenistan,2004,Developing,63.5,238.0,6,2.86,186.10139719999998,96.0,1,4.0,8,98.0,4.3,97.0,0.1,1453.917166,473398.0,3.4,3.4,0.0,10.3,5.17229951232728,2.67,90.0,,,32.3,11.4895584951245,,299.0,50100.0
2709,turkmenistan,2003,Developing,63.4,231.0,7,2.88,179.61564819999998,97.0,1,39.4,8,66.0,3.85,83.0,0.1,1283.885977,4655741.0,3.5,3.4,0.0,10.3,3.7808063294335494,2.7,89.2,,,28.6,6.194500029874481,,276.0,9187.0
2710,turkmenistan,2002,Developing,63.3,229.0,7,2.33,130.37848290000002,96.0,11,38.7,8,99.0,3.34,98.0,0.1,967.917468,4612.0,3.5,3.5,0.0,10.2,6.18559681697613,2.73,88.5,,,30.1,9.568319472614801,,279.0,8173.0
2711,turkmenistan,2001,Developing,64.0,221.0,7,2.35,106.180706,,9,38.1,9,94.0,3.87,95.0,0.1,774.4763387999999,45648.0,3.6,3.5,0.0,10.2,4.8093190958258205,2.77,87.7,,,24.0,16.4173176309843,,282.0,8173.0
2712,turkmenistan,2000,Developing,63.8,224.0,7,2.9,88.2436347,,113,37.5,9,98.0,3.94,97.0,0.1,643.17518,4516131.0,3.6,3.6,0.0,0.0,4.50999024060814,2.82,87.0,,,20.4,7.86734996052971,,271.0,7500.0
2713,tuvalu,2013,Developing,,,0,0.01,78.28120317,9.0,0,79.3,0,9.0,16.61,9.0,0.1,3542.13589,1819.0,0.2,0.1,,0.0,0.8979841790025258,,99.1,,,,2541.21766165496,,,3400.0
2714,uganda,2015,Developing,62.3,291.0,66,,0.0,78.0,478,18.5,93,82.0,,78.0,3.1,693.8963828999999,414487.0,5.6,5.6,0.488,10.0,2.72169743412291,5.68,46.2,,,,42.855215716598295,,,20220273.0
2715,uganda,2014,Developing,61.5,38.0,68,0.01,14.16770158,78.0,314,18.1,97,82.0,7.22,78.0,3.2,719.172669,38833338.0,5.7,5.6,0.483,10.0,3.87867947299054,5.78,44.8,,,,44.258601631932706,,,20365941.0
2716,uganda,2013,Developing,67.0,325.0,71,0.01,90.76144414,78.0,7878,17.6,103,82.0,7.47,78.0,4.0,662.492293,37553726.0,5.7,5.7,0.478,10.0,4.45536594047757,5.87,43.4,,,,47.54386524805879,14.2,,18068648.0
2717,uganda,2012,Developing,60.0,339.0,73,0.01,92.88697859,78.0,2027,17.2,109,82.0,7.58,78.0,4.6,647.74741,3636796.0,5.8,5.8,0.47700000000000004,10.0,5.214905193420231,5.96,42.0,,41.0,,47.5271858396591,,,16356387.0
2718,uganda,2011,Developing,59.3,347.0,76,10.22,94.49686776,82.0,3312,16.7,114,82.0,9.9,82.0,6.8,584.3962137,3593648.0,5.9,5.9,0.47700000000000004,10.7,4.43245806154749,6.06,40.7,,,,46.9852092405908,,,16696992.0
2719,uganda,2010,Developing,58.4,362.0,79,10.03,116.202964,8.0,1313,16.3,119,79.0,11.2,8.0,8.0,594.9972557,33915133.0,6.0,6.0,0.473,10.9,2.69424031328022,6.15,39.3,,,49.8,52.1195050786694,,,12828264.0
2720,uganda,2009,Developing,57.5,378.0,82,9.63,87.04534954,79.0,1601,15.9,124,78.0,8.43,79.0,8.1,647.17732,32771895.0,6.1,6.1,0.46399999999999997,10.8,4.6319298525581605,6.25,38.0,,44.2,49.8,56.8700301188453,12.5,,9383734.0
2721,uganda,2008,Developing,56.3,41.0,84,9.79,72.85023656,71.0,1319,15.6,130,69.0,9.1,71.0,8.2,449.6928183,31663896.0,6.2,6.2,0.45299999999999996,10.6,5.1187550919756,6.34,36.6,,,52.7,54.002506286478,,,8554864.0
2722,uganda,2007,Developing,55.5,41.0,88,9.65,6.002527685,73.0,3776,15.2,137,7.0,9.76,73.0,8.4,41.858631,359487.0,6.3,6.3,0.442,10.3,6.4452761301358095,6.42,35.3,,,51.2,58.94763956155089,,,4195278.0
2723,uganda,2006,Developing,54.9,41.0,93,9.81,50.83901418,64.0,5736,14.8,145,62.0,9.86,64.0,8.6,336.4593923,2955662.0,6.4,6.4,0.434,10.6,6.47982060828159,6.51,34.0,,,50.2,55.622958929098,15.4,,2008818.0
2724,uganda,2005,Developing,53.2,446.0,99,10.09,44.52614001,64.0,22,14.5,155,59.0,9.36,64.0,8.7,315.788227,2854394.0,6.5,6.5,0.429,10.9,4.2136157037382205,6.58,32.8,,42.9,45.3,43.1767337691603,,,1315300.0
2725,uganda,2004,Developing,51.3,485.0,104,9.89,36.60609252,62.0,141,14.2,164,58.0,8.9,62.0,8.9,288.23694900000004,27568436.0,6.6,6.6,0.42700000000000005,11.6,3.72044058026166,6.65,31.5,,,42.2,45.569757131222296,,,1165035.0
2726,uganda,2003,Developing,51.0,53.0,109,10.16,4.426792406000001,44.0,29429,13.9,173,57.0,7.54,59.0,9.4,237.9995917,2662482.0,6.7,6.7,0.418,11.5,3.1908203328295897,6.72,30.3,,,37.1,38.6331291949709,,,776169.0
2727,uganda,2002,Developing,48.8,523.0,112,10.42,2.690897842,29.0,49871,13.6,181,57.0,7.78,57.0,10.0,24.242322899999998,2571848.0,6.8,6.8,0.40399999999999997,11.0,2.98852729248719,6.77,29.1,,45.2,36.7,29.1243491679983,14.7,,393310.0
2728,uganda,2001,Developing,47.7,539.0,115,10.57,26.97625217,,48543,13.3,187,56.0,7.26,55.0,10.8,234.984775,24854892.0,6.9,6.9,0.396,10.8,2.59388837095242,6.82,27.9,,,37.6,33.9883180969939,,,283520.0
2729,uganda,2000,Developing,46.6,554.0,116,10.47,22.59447461,,42554,13.0,191,55.0,6.77,52.0,11.6,257.63369,2439274.0,7.0,7.0,0.382,9.8,2.59476174980504,6.87,26.8,,,41.5,36.191279821380604,,,126913.0
2730,ukraine,2015,Developing,71.3,195.0,4,,0.0,22.0,105,61.3,5,51.0,,23.0,0.2,2124.662666,4515429.0,2.3,2.4,0.748,15.3,3.3505084624730497,1.53,93.7,,25.5,,32.097910367775604,,,60720073.0
2731,ukraine,2014,Developing,78.0,23.0,4,8.06,5.6638493279999995,22.0,0,6.7,5,45.0,7.1,23.0,0.2,314.658296,45271947.0,2.3,2.4,0.746,15.2,0.6344407167365611,1.51,93.6,,24.0,,31.008605534218802,,,61170229.0
2732,ukraine,2013,Developing,71.0,198.0,4,8.44,52.42529588,46.0,0,6.1,5,72.0,7.67,76.0,0.2,429.71554000000003,454896.0,2.3,2.4,0.7440000000000001,15.2,2.45976564259575,1.5,94.0,,24.6,,17.3828741126406,,,62458800.0
2733,ukraine,2012,Developing,77.0,25.0,5,8.44,453.7830847,46.0,12746,59.6,5,72.0,7.47,76.0,0.2,3855.4212799999996,455933.0,2.4,2.4,0.7390000000000001,15.1,4.65066325233916,1.49,94.2,,24.7,,16.9336283523806,,,59343693.0
2734,ukraine,2011,Developing,75.0,24.0,5,8.48,415.1627705,21.0,1333,59.0,5,54.0,6.98,5.0,0.2,3569.7572700000005,45761.0,2.4,2.5,0.7340000000000001,14.9,4.41714544177614,1.47,94.6,,24.6,,17.020266281213697,,,55576481.0
2735,ukraine,2010,Developing,69.8,212.0,5,8.39,375.6835376,48.0,39,58.5,6,57.0,7.81,52.0,0.2,2965.1423649999997,45877.0,2.4,2.5,0.728,14.9,4.7429235481486,1.45,95.1,,24.8,40.5,14.3152387998017,0.0,,53928830.0
2736,ukraine,2009,Developing,69.2,231.0,5,8.71,324.54913480000005,66.0,0,58.0,6,74.0,7.8,71.0,0.3,2545.4834100000003,46533.0,2.5,2.6,0.7340000000000001,14.9,4.07212120282228,1.42,95.5,,25.3,42.0,14.216570163335199,0.0276,,54942815.0
2737,ukraine,2008,Developing,67.7,273.0,5,9.46,456.45866639999997,84.0,48,57.6,6,91.0,6.63,9.0,0.4,3891.37823,462582.0,2.5,2.6,0.73,14.9,5.950501039454941,1.38,96.0,,26.6,39.4,13.345741416352901,0.0,674.0,55681476.0
2738,ukraine,2007,Developing,67.5,277.0,5,8.86,46.19685449,92.0,1005,57.2,6,98.0,6.36,98.0,0.7,368.68998,465935.0,2.5,2.7,0.723,14.8,7.148988857362291,1.34,96.4,469.0,27.0,34.6,9.05151353408138,0.0279,609.0,55240400.0
2739,ukraine,2006,Developing,67.7,267.0,5,7.99,29.38172706,96.0,42724,56.8,6,99.0,6.39,98.0,0.8,233.18831,4678775.0,2.6,2.7,0.716,14.7,5.205859954159321,1.3,96.9,,29.8,36.3,10.358053227240301,0.0655,593.0,49076239.0
2740,ukraine,2005,Developing,67.0,278.0,5,7.31,217.43452569999997,97.0,2392,56.4,6,95.0,6.41,96.0,0.9,1828.717626,471515.0,2.7,2.8,0.7070000000000001,14.5,9.072959700331731,1.25,97.3,,29.0,37.5,8.57867995545107,0.0236,555.0,30013500.0
2741,ukraine,2004,Developing,67.4,267.0,5,6.79,180.35378590000002,98.0,146,56.1,6,99.0,6.61,99.0,1.0,1367.352433,474516.0,2.7,2.8,0.7,14.6,2.6458004617490802,1.2,97.7,,28.9,38.6,,0.019,512.0,13735000.0
2742,ukraine,2003,Developing,67.6,256.0,6,5.92,21.22386354,77.0,411,55.7,6,99.0,6.93,97.0,0.9,148.52248799999998,4781295.0,2.8,2.9,0.691,14.3,2.8432121729493303,1.17,98.2,,28.7,38.7,,0.0526,485.0,6498423.0
2743,ukraine,2002,Developing,67.6,256.0,6,4.89,115.738974,48.0,7587,55.4,7,99.0,6.25,99.0,0.9,879.4754859999999,48225.0,2.9,3.0,0.6829999999999999,13.9,1.6363020523959397,1.15,98.2,,29.0,40.4,,0.203,453.0,3692700.0
2744,ukraine,2001,Developing,67.7,253.0,6,4.31,8.897421459,7.0,16970,55.1,7,99.0,5.66,99.0,0.8,78.73824300000001,48683865.0,2.9,3.0,0.6729999999999999,13.2,2.08573084106652,1.14,98.1,,,41.8,,,445.0,2224600.0
2745,ukraine,2000,Developing,67.5,257.0,6,4.49,7.883791474,4.0,817,54.8,8,99.0,5.59,99.0,0.7,635.789635,49175848.0,3.0,3.1,0.669,13.3,1.90329791979863,1.15,98.0,,,44.0,,,615.0,818524.0
2746,unitedarabemirates,2015,Developing,77.1,75.0,1,,0.0,99.0,347,64.2,1,99.0,,99.0,0.1,3911.74689,,5.3,5.1,0.836,13.3,2.3876193237325003,1.77,96.8,,,,,,,17942560.0
2747,unitedarabemirates,2014,Developing,76.9,77.0,1,1.91,3862.68271,99.0,344,62.4,1,99.0,3.64,99.0,0.1,44449.7435,,5.2,5.0,0.8320000000000001,13.3,2.74634535452345,1.78,96.1,,32.5,,,,,16819024.0
2748,unitedarabemirates,2013,Developing,76.7,78.0,1,1.82,377.2009132,98.0,0,6.5,1,98.0,3.49,98.0,0.1,4335.64268,,5.2,5.0,0.8290000000000001,13.3,2.50313391092346,1.8,95.9,,,,,,,16063547.0
2749,unitedarabemirates,2012,Developing,76.5,8.0,1,1.75,3663.7645020000004,96.0,132,58.6,1,96.0,3.45,96.0,0.1,42112.23565,,5.1,5.0,0.826,13.3,2.55389515956192,1.82,95.9,,,,,,,13775252.0
2750,unitedarabemirates,2011,Developing,76.3,81.0,1,1.73,387.774991,95.0,0,57.1,1,95.0,3.7,95.0,0.1,4462.3129,,5.1,4.9,0.8240000000000001,13.3,2.03957474833404,1.84,95.9,,,,,,,11727401.0
2751,unitedarabemirates,2010,Developing,76.2,82.0,1,1.69,308.0660742,94.0,87,55.8,1,94.0,3.93,94.0,0.1,3549.1483200000002,,5.1,4.9,0.826,13.3,3.0355948922236298,1.87,95.8,,,18.8,,,,10926019.0
2752,unitedarabemirates,2009,Developing,76.0,84.0,1,1.73,292.4022672,93.0,0,55.1,1,94.0,4.5,93.0,0.1,3372.57517,,5.1,4.9,0.831,13.2,0.4473673639853761,1.9,95.8,,,16.9,,,,10671878.0
2753,unitedarabemirates,2008,Developing,75.8,85.0,1,1.86,4003.9085979999995,92.0,55,54.8,1,94.0,2.93,92.0,0.1,45758.9554,,5.1,4.9,0.8290000000000001,13.1,1.60487460868528,1.95,95.8,,,24.9,,,11200.0,9357735.0
2754,unitedarabemirates,2007,Developing,75.6,87.0,1,1.69,3759.457226,92.0,0,55.1,1,94.0,2.57,92.0,0.1,42672.61323,,5.1,4.9,0.826,12.9,5.5004397184535,2.01,95.8,444.0,,29.7,,,9340.0,7731508.0
2755,unitedarabemirates,2006,Developing,75.4,89.0,1,1.74,3749.9416170000004,92.0,0,55.8,1,94.0,2.33,92.0,0.1,42372.22166,,5.1,4.9,0.823,12.8,5.76543753210343,2.07,95.8,,,29.8,,,8220.0,5519293.0
2756,unitedarabemirates,2005,Developing,75.3,92.0,1,1.79,3427.3203320000002,92.0,29,56.6,1,94.0,2.32,94.0,0.1,39439.8197,,5.1,4.9,0.818,12.6,6.03481603963287,2.15,95.7,,,30.1,,,7360.0,4534143.0
2757,unitedarabemirates,2004,Developing,75.1,95.0,1,1.77,2972.448675,92.0,22,57.0,1,94.0,2.46,94.0,0.1,36161.1761,,5.2,4.9,0.813,12.4,6.76715211324682,2.24,95.7,,,30.4,,,6920.0,3683117.0
2758,unitedarabemirates,2003,Developing,74.9,98.0,1,1.74,277.18183319999997,92.0,42,56.8,1,94.0,2.65,94.0,0.1,3323.52318,,5.2,5.0,0.8079999999999999,12.3,3.4226627133416097,2.33,95.7,,,27.5,,,6640.0,2972331.0
2759,unitedarabemirates,2002,Developing,74.7,11.0,1,1.72,2598.842827,92.0,53,56.0,1,94.0,2.72,94.0,0.1,31311.359360000002,,5.3,5.0,0.8029999999999999,12.1,0.0867813662286139,2.43,95.7,,,28.0,,,6010.0,2428071.0
2760,unitedarabemirates,2001,Developing,74.5,14.0,1,1.67,243.75391290000002,92.0,30,55.0,1,94.0,2.48,94.0,0.1,3161.52935,,5.3,5.1,0.7979999999999999,12.0,1.14589216998935,2.53,95.7,,,15.1,,,5860.0,1909303.0
2761,unitedarabemirates,2000,Developing,74.2,17.0,1,1.64,262.9589578,92.0,69,54.1,1,94.0,2.38,94.0,0.1,3371.26869,,5.4,5.1,0.7909999999999999,11.8,-0.48528153291281606,2.64,95.7,,,26.9,,,5710.0,1428115.0
2762,unitedkingdomofgreatbritainandnorthernireland,2015,Developed,81.2,69.0,3,10.66,0.0,,91,66.6,4,96.0,,96.0,0.1,,,0.8,0.6,,,,,,,,,,,,
2763,unitedkingdomofgreatbritainandnorthernireland,2014,Developed,81.0,71.0,3,10.37,0.0,,133,66.0,4,95.0,9.12,95.0,0.1,,,0.8,0.5,,,,,,,,,,,,
2764,unitedkingdomofgreatbritainandnorthernireland,2013,Developed,87.0,72.0,3,10.32,0.0,,1919,65.4,4,95.0,9.34,95.0,0.1,,,0.8,0.5,,,,,,,,,,,,
2765,unitedkingdomofgreatbritainandnorthernireland,2012,Developed,86.0,72.0,3,10.42,0.0,,2092,64.8,4,95.0,9.41,95.0,0.1,,,0.8,0.5,,,,,,,,,,,,
2766,unitedkingdomofgreatbritainandnorthernireland,2011,Developed,86.0,74.0,3,10.68,0.0,,1112,64.2,4,95.0,9.34,95.0,0.1,,,0.8,0.5,,,,,,,,,,,,
2767,unitedkingdomofgreatbritainandnorthernireland,2010,Developed,82.0,77.0,3,10.88,0.0,,443,63.6,4,94.0,9.51,94.0,0.1,,,0.8,0.5,,,,,,,,,,,,
2768,unitedkingdomofgreatbritainandnorthernireland,2009,Developed,81.0,78.0,4,10.79,0.0,,1212,63.1,4,93.0,9.81,93.0,0.1,,,0.8,0.5,,,,,,,,,,,,
